"pathway","pval","padj","log2err","ES","NES","size"
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",1,1,0.0233667307764121,0.14786182497736,0.381624728440382,26
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.890581717451524,0.961262806138152,0.0340463727579649,0.296816215559762,0.679429399551292,15
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.705179282868526,0.864003445676752,0.0985499803531691,-0.276380600812877,-0.853901055637198,20
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.392857142857143,0.616483516483517,0.130105630751129,-0.373889440531357,-1.03793395829211,15
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.0273048516022538,0.0956466971105261,0.352487857583619,-0.470760756779329,-1.56726574999101,25
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.463636363636364,0.666793725819055,0.135740943810425,-0.302192717763026,-0.994690609475125,24
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",0.865650969529086,0.9530022955177,0.0353910624222457,0.308324417435071,0.70577233595492,15
"KEGG_GNRH_SIGNALING_PATHWAY",0.0851504977979105,0.205570432553536,0.287805130535564,-0.277676573950053,-1.16827011094397,99
"KEGG_GRAFT_VERSUS_HOST_DISEASE",0.306010928961749,0.520218579234973,0.188204146308491,-0.303073721017466,-1.08258022479525,35
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.124713958810069,0.276539647796239,0.130777137971974,0.437814361491466,1.27336433718835,54
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",3.00202393019595e-05,0.000765516102199968,0.575610261071129,-0.463087237486822,-1.86701211448386,81
"KEGG_HISTIDINE_METABOLISM",0.26865671641791,0.480754124116261,0.191892240384838,-0.328565286955108,-1.12730834213278,29
"KEGG_HOMOLOGOUS_RECOMBINATION",0.0649188514357054,0.17088317023076,0.195789002148949,0.525198014739993,1.37144824102908,28
"KEGG_HUNTINGTONS_DISEASE",1,1,NA,-0.142015557151889,-0.627522015244315,174
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.0194377961542648,0.0777511846170593,0.352487857583619,-0.337022403051055,-1.35547068306274,80
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.000454327609559856,0.00554830147783784,0.49849310876659,-0.469099235194308,-1.79623534183188,54
"KEGG_INSULIN_SIGNALING_PATHWAY",2.80501134280821e-05,0.000762963085243832,0.575610261071129,-0.393406126889207,-1.73906656573932,130
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",6.25797351876165e-07,5.10650639130951e-05,0.659444398037935,-0.639613118860608,-2.37265948446974,42
"KEGG_JAK_STAT_SIGNALING_PATHWAY",1,1,0.00881182919930239,0.170936855098985,0.53568890752574,131
"KEGG_LEISHMANIA_INFECTION",0.30188679245283,0.515354859082656,0.252961123069611,-0.276840498517907,-1.0818722875953,67
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.040065545733395,0.123545544737434,0.321775918075361,-0.296391888866819,-1.26583462477258,111
"KEGG_LINOLEIC_ACID_METABOLISM",0.0342553801036482,0.109189024080379,0.321775918075361,-0.436194173228367,-1.48832520380849,28
"KEGG_LONG_TERM_DEPRESSION",0.00114590404661596,0.0103895300226514,0.45505986738723,-0.416464114521912,-1.6224020608958,68
"KEGG_LONG_TERM_POTENTIATION",0.116605798178076,0.262846219097542,0.287805130535564,-0.297116045624551,-1.15746271512457,68
"KEGG_LYSINE_DEGRADATION",0.994117647058824,1,0.101350743797099,-0.151761756011875,-0.567771338348455,44
"KEGG_LYSOSOME",0.200172394885653,0.404308599571022,0.249246554383295,-0.245251430006317,-1.04986537979041,121
"KEGG_MAPK_SIGNALING_PATHWAY",0.0321204555539905,0.104009094174826,0.321775918075361,-0.227653778491628,-1.06047989267714,260
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",0.409090909090909,0.630862797649727,0.14551614609036,-0.309707906217941,-1.01942743119564,24
"KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV",0.014347564395487,0.0643275414654803,0.380730400722792,-0.573332297928762,-1.69116087540733,18
"KEGG_MEDICUS_ENV_FACTOR_DCE_TO_DNA_ADDUCTS",0.00230838238023663,0.0188364002227309,0.431707695803346,-0.671169565272347,-1.86319699903345,15
"KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY",0.254612546125461,0.46375856615709,0.16823816568964,-0.403502963982474,-1.13900733741035,16
"KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT",0.777777777777778,0.916128103634401,0.0387962208304479,0.321987844306037,0.785068196704323,19
"KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY",0.439285714285714,0.660916772470557,0.122107920287081,-0.363899613899614,-1.01020174878172,15
"KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_RAS_ERK_SIGNALING_PATHWAY",0.105882352941176,0.24406779661017,0.276500599254472,-0.441406998775196,-1.32495345515419,19
"KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY",0.00560024316429745,0.0336014589857847,0.407017918923954,-0.591399582706219,-1.775180100582,19
